3月7日現在,,,,
銘柄コード,銘柄名,上場グループ種別,売買単位,貸借区分
8127,ヤマトインター,市場第一部（内国株）,100,貸借銘柄
8129,東邦ＨＤ,市場第一部（内国株）,100,貸借銘柄
8130,サンゲツ,市場第一部（内国株）,100,貸借銘柄
8131,ミツウロコＧＨＤ,市場第一部（内国株）,100,貸借銘柄
8132,シナネンＨＤ,市場第一部（内国株）,1000,貸借銘柄
8133,エネクス,市場第一部（内国株）,100,貸借銘柄
8135,ゼット,市場第二部（内国株）,1000,制度信用銘柄
8136,サンリオ,市場第一部（内国株）,100,貸借銘柄
8137,サンワテクノス,市場第一部（内国株）,100,貸借銘柄
8138,三京化成,市場第二部（内国株）,1000,貸借銘柄
8139,ナガホリ,市場第二部（内国株）,100,貸借銘柄
8140,リョーサン,市場第一部（内国株）,100,貸借銘柄
8141,新光商,市場第一部（内国株）,100,貸借銘柄
8142,トーホー,市場第一部（内国株）,100,貸借銘柄
8143,ラピーヌ,市場第二部（内国株）,100,制度信用銘柄
8144,電響社,市場第二部（内国株）,1000,貸借銘柄
8147,Ｊ－トミタ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8148,上原成商事,市場第二部（内国株）,1000,貸借銘柄
8150,三信電気,市場第一部（内国株）,100,貸借銘柄
8151,東陽テクニカ,市場第一部（内国株）,100,貸借銘柄
8152,ソマール,市場第二部（内国株）,1000,制度信用銘柄
8153,モスフード,市場第一部（内国株）,100,貸借銘柄
8154,加賀電子,市場第一部（内国株）,100,制度信用銘柄
8155,三益半導,市場第一部（内国株）,100,貸借銘柄
8157,都築電気,市場第二部（内国株）,1000,制度信用銘柄
8158,ソーダニッカ,市場第一部（内国株）,100,貸借銘柄
8159,立花エレ,市場第一部（内国株）,100,貸借銘柄
8160,木曽路,市場第一部（内国株）,100,貸借銘柄
8163,サトＲＳ,市場第一部（内国株）,100,貸借銘柄
8165,千趣会,市場第一部（内国株）,100,貸借銘柄
8166,タカキュー,市場第一部（内国株）,100,貸借銘柄
8167,リテールパートナーズ,市場第二部（内国株）,100,貸借銘柄
8168,ケーヨー,市場第一部（内国株）,100,貸借銘柄
8170,アデランス,市場第一部（内国株）,100,貸借銘柄
8173,上新電,市場第一部（内国株）,1000,貸借銘柄
8174,日瓦斯,市場第一部（内国株）,100,貸借銘柄
8175,ベスト電,市場第一部（内国株）,100,貸借銘柄
8179,ロイヤルＨＤ,市場第一部（内国株）,100,貸借銘柄
8181,東天紅,市場第一部（内国株）,1000,制度信用銘柄
8182,いなげや,市場第一部（内国株）,100,制度信用銘柄
8184,島忠,市場第一部（内国株）,100,貸借銘柄
8185,チヨダ,市場第一部（内国株）,100,貸借銘柄
8186,Ｊ－大塚家具,JASDAQスタンダード（内国株式）,100,貸借銘柄
8191,Ｊ－光製作所,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
8194,ライフコーポ,市場第一部（内国株）,100,貸借銘柄
8198,ＭＶ東海,市場第二部（内国株）,100,制度信用銘柄
8200,リンガーハット,市場第一部（内国株）,100,貸借銘柄
8201,さが美,市場第一部（内国株）,1000,制度信用銘柄
8202,ラオックス,市場第二部（内国株）,1000,貸借銘柄
8203,ＭｒＭａｘ,市場第一部（内国株）,100,貸借銘柄
8205,Ｊ－シャクリーＧＧ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
8207,テンアライド,市場第一部（内国株）,100,制度信用銘柄
8208,Ｊ－エンチョー,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
8209,フレンドリー,市場第二部（内国株）,1000,貸借銘柄
8214,ＡＯＫＩ　ＨＤ,市場第一部（内国株）,100,貸借銘柄
8215,Ｊ－銀座山形,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
8217,オークワ,市場第一部（内国株）,1000,貸借銘柄
8218,コメリ,市場第一部（内国株）,100,貸借銘柄
8219,青山商,市場第一部（内国株）,100,貸借銘柄
8225,Ｊ－タカチホ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
8226,理経,市場第二部（内国株）,100,制度信用銘柄
8227,しまむら,市場第一部（内国株）,100,貸借銘柄
8230,はせがわ,市場第一部（内国株）,100,貸借銘柄
8233,高島屋,市場第一部（内国株）,1000,貸借銘柄
8237,松屋,市場第一部（内国株）,100,貸借銘柄
8242,Ｈ２Ｏリテイル,市場第一部（内国株）,100,貸借銘柄
8244,近鉄百貨店,市場第一部（内国株）,1000,貸借銘柄
8245,丸栄,市場第一部（内国株）,1000,貸借銘柄
8247,大和,市場第二部（内国株）,1000,制度信用銘柄
8248,ニッセンＨＤ,市場第一部（内国株）,100,貸借銘柄
8249,テクノアソシエ,市場第二部（内国株）,100,貸借銘柄
8251,パルコ,市場第一部（内国株）,100,貸借銘柄
8252,丸井Ｇ,市場第一部（内国株）,100,貸借銘柄
8253,クレセゾン,市場第一部（内国株）,100,貸借銘柄
8254,さいか屋,市場第二部（内国株）,1000,貸借銘柄
8255,アクシアル,市場第一部（内国株）,100,貸借銘柄
8256,Ｊ－プロルート,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8257,Ｊ－山陽百貨,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8260,井筒屋,市場第一部（内国株）,1000,貸借銘柄
8267,イオン,市場第一部（内国株）,100,貸借銘柄
8270,ユニーＧＨＤ,市場第一部（内国株）,100,貸借銘柄
8273,イズミ,市場第一部（内国株）,100,貸借銘柄
8274,東武ストア,市場第一部（内国株）,1000,貸借銘柄
8275,フォーバル,市場第一部（内国株）,100,貸借銘柄
8276,平和堂,市場第一部（内国株）,100,貸借銘柄
8278,フジ,市場第一部（内国株）,100,貸借銘柄
8279,ヤオコー,市場第一部（内国株）,100,貸借銘柄
8281,ゼビオＨＤ,市場第一部（内国株）,100,貸借銘柄
8282,ケーズＨＤ,市場第一部（内国株）,100,貸借銘柄
8283,ＰＡＬＴＡＣ,市場第一部（内国株）,100,貸借銘柄
8285,三谷産業,市場第一部（内国株）,100,貸借銘柄
8287,ＭＶ西日本,市場第二部（内国株）,100,制度信用銘柄
8289,ＯｌｙｍｐｉｃＧ,市場第一部（内国株）,100,貸借銘柄
8291,日産東ＨＤ,市場第一部（内国株）,100,貸借銘柄
8298,Ｊ－ファミリー,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8301,Ｊ－日本銀行,優先出資証券,100,非制度信用銘柄
8303,新生銀,市場第一部（内国株）,1000,貸借銘柄
8304,あおぞら,市場第一部（内国株）,1000,貸借銘柄
8306,三菱ＵＦＪ,市場第一部（内国株）,100,貸借銘柄
8308,りそなＨＤ,市場第一部（内国株）,100,貸借銘柄
8309,三住トラスト,市場第一部（内国株）,1000,貸借銘柄
8316,三井住友,市場第一部（内国株）,100,貸借銘柄
8324,第四銀,市場第一部（内国株）,1000,貸借銘柄
8325,北越銀,市場第一部（内国株）,1000,貸借銘柄
8327,西日シ銀,市場第一部（内国株）,1000,貸借銘柄
8331,千葉銀,市場第一部（内国株）,1000,貸借銘柄
8332,横浜銀,市場第一部（内国株）,1000,貸借銘柄
8333,常陽銀,市場第一部（内国株）,1000,貸借銘柄
8334,群馬銀,市場第一部（内国株）,1000,貸借銘柄
8336,武蔵野銀,市場第一部（内国株）,100,貸借銘柄
8337,千葉興銀,市場第一部（内国株）,100,貸借銘柄
8338,筑波銀行,市場第一部（内国株）,100,貸借銘柄
8341,七十七銀,市場第一部（内国株）,1000,貸借銘柄
8342,青森銀,市場第一部（内国株）,1000,貸借銘柄
8343,秋田銀,市場第一部（内国株）,1000,貸借銘柄
8344,山形銀,市場第一部（内国株）,1000,貸借銘柄
8345,岩手銀,市場第一部（内国株）,100,貸借銘柄
8346,東邦銀,市場第一部（内国株）,1000,貸借銘柄
8349,東北銀,市場第一部（内国株）,1000,貸借銘柄
8350,みち銀,市場第一部（内国株）,1000,貸借銘柄
8354,ふくおか,市場第一部（内国株）,1000,貸借銘柄
8355,静岡銀,市場第一部（内国株）,1000,貸借銘柄
8356,十六銀,市場第一部（内国株）,1000,貸借銘柄
8358,スルガ銀,市場第一部（内国株）,100,貸借銘柄
8359,八十二銀,市場第一部（内国株）,1000,貸借銘柄
8360,山梨中銀,市場第一部（内国株）,1000,貸借銘柄
8361,大垣銀,市場第一部（内国株）,1000,貸借銘柄
8362,福井銀,市場第一部（内国株）,1000,貸借銘柄
8363,北国銀,市場第一部（内国株）,1000,貸借銘柄
8364,清水銀,市場第一部（内国株）,100,貸借銘柄
8365,富山銀行,市場第一部（内国株）,100,貸借銘柄
8366,滋賀銀,市場第一部（内国株）,1000,貸借銘柄
8367,南都銀,市場第一部（内国株）,1000,貸借銘柄
8368,百五銀,市場第一部（内国株）,1000,貸借銘柄
8369,京都銀,市場第一部（内国株）,1000,貸借銘柄
8370,紀陽銀行,市場第一部（内国株）,100,貸借銘柄
8374,三重銀,市場第一部（内国株）,1000,貸借銘柄
8377,ほくほく,市場第一部（内国株）,1000,貸借銘柄
8379,広島銀,市場第一部（内国株）,1000,貸借銘柄
8381,山陰合銀,市場第一部（内国株）,100,貸借銘柄
8382,中国銀,市場第一部（内国株）,100,貸借銘柄
8383,鳥取銀,市場第一部（内国株）,1000,貸借銘柄
8385,伊予銀,市場第一部（内国株）,100,貸借銘柄
8386,百十四銀,市場第一部（内国株）,1000,貸借銘柄
8387,四国銀,市場第一部（内国株）,1000,貸借銘柄
8388,阿波銀,市場第一部（内国株）,1000,貸借銘柄
8392,大分銀,市場第一部（内国株）,1000,貸借銘柄
8393,宮崎銀,市場第一部（内国株）,1000,貸借銘柄
8395,佐賀銀,市場第一部（内国株）,1000,貸借銘柄
8396,十八銀,市場第一部（内国株）,1000,貸借銘柄
8397,沖縄銀,市場第一部（内国株）,100,貸借銘柄
8399,琉球銀,市場第一部（内国株）,100,貸借銘柄
8410,セブン銀行,市場第一部（内国株）,100,貸借銘柄
8411,みずほ,市場第一部（内国株）,100,貸借銘柄
8416,高知銀行,市場第一部（内国株）,1000,貸借銘柄
8418,山口ＦＧ,市場第一部（内国株）,1000,貸借銘柄
8421,Ｙ－信中金,優先出資証券,1,貸借銘柄
8423,アクリーティブ,市場第一部（内国株）,100,貸借銘柄
8424,芙蓉リース,市場第一部（内国株）,100,貸借銘柄
8425,興銀リース,市場第一部（内国株）,100,貸借銘柄
8439,ＴＣ－Ｌｅａｓｅ,市場第一部（内国株）,100,貸借銘柄
8462,Ｊ－ＦＶＣ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8473,ＳＢＩ,市場第一部（内国株）,100,貸借銘柄
8508,Ｊトラスト,市場第二部（内国株）,100,貸借銘柄
8511,日証金,市場第一部（内国株）,100,貸借銘柄
8515,アイフル,市場第一部（内国株）,100,貸借銘柄
8518,アジア投資,市場第一部（内国株）,100,制度信用銘柄
8519,ポケットＣ,市場第一部（内国株）,100,貸借銘柄
8521,長野銀,市場第一部（内国株）,1000,貸借銘柄
8522,名古屋銀,市場第一部（内国株）,1000,貸借銘柄
8524,北洋銀行,市場第一部（内国株）,100,貸借銘柄
8527,愛知銀,市場第一部（内国株）,100,貸借銘柄
8529,第三銀,市場第一部（内国株）,1000,貸借銘柄
8530,中京銀,市場第一部（内国株）,1000,貸借銘柄
8536,東日本銀,市場第一部（内国株）,1000,貸借銘柄
8537,大光銀,市場第一部（内国株）,1000,貸借銘柄
8541,愛媛銀,市場第一部（内国株）,1000,貸借銘柄
8542,トマト銀,市場第一部（内国株）,1000,貸借銘柄
8543,みなと銀,市場第一部（内国株）,1000,貸借銘柄
8544,京葉銀,市場第一部（内国株）,1000,貸借銘柄
8545,関西ア銀,市場第一部（内国株）,100,貸借銘柄
8550,栃木銀,市場第一部（内国株）,1000,貸借銘柄
8551,北日本銀,市場第一部（内国株）,100,貸借銘柄
8558,東和銀,市場第一部（内国株）,1000,貸借銘柄
8562,福島銀,市場第一部（内国株）,1000,貸借銘柄
8563,大東銀,市場第一部（内国株）,1000,貸借銘柄
8566,リコーリース,市場第一部（内国株）,100,貸借銘柄
8570,イオンＦＳ,市場第一部（内国株）,100,貸借銘柄
8572,アコム,市場第一部（内国株）,100,貸借銘柄
8584,ジャックス,市場第一部（内国株）,1000,貸借銘柄
8585,オリコ,市場第一部（内国株）,100,貸借銘柄
8586,日立キャピ,市場第一部（内国株）,100,貸借銘柄
8589,アプラスＦ,市場第一部（内国株）,100,貸借銘柄
8591,オリックス,市場第一部（内国株）,100,貸借銘柄
8593,三菱Ｕリース,市場第一部（内国株）,100,貸借銘柄
8595,ジャフコ,市場第一部（内国株）,100,貸借銘柄
8600,トモニＨＤ,市場第一部（内国株）,100,貸借銘柄
8601,大和証Ｇ,市場第一部（内国株）,1000,貸借銘柄
8604,野村,市場第一部（内国株）,100,貸借銘柄
8609,岡三,市場第一部（内国株）,1000,貸借銘柄
8613,丸三証,市場第一部（内国株）,100,貸借銘柄
8614,東洋証,市場第一部（内国株）,1000,貸借銘柄
8616,東海東京,市場第一部（内国株）,100,貸借銘柄
8617,光世証,市場第一部（内国株）,1000,貸借銘柄
8622,水戸証,市場第一部（内国株）,100,貸借銘柄
8624,いちよし,市場第一部（内国株）,100,貸借銘柄
8625,高木証,市場第二部（内国株）,1000,貸借銘柄
8628,松井証,市場第一部（内国株）,100,貸借銘柄
8630,損保ＪＰＮＫ,市場第一部（内国株）,100,貸借銘柄
8648,ＢＡＣ,市場第一部（外国株）,10,制度信用銘柄
8682,ＭＳアジア,投資証券,10,制度信用銘柄
8685,ＡＩＧ,市場第一部（外国株）,1,制度信用銘柄
8686,ＡＦＬ,市場第一部（外国株）,50,制度信用銘柄
8692,だいこう,市場第一部（内国株）,100,貸借銘柄
8697,ＪＰＸ,市場第一部（内国株）,100,貸借銘柄
8698,マネックスＧ,市場第一部（内国株）,100,貸借銘柄
8699,Ｊ－澤田ＨＤ,JASDAQスタンダード（内国株式）,100,貸借銘柄
8700,Ｊ－丸八証券,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
8703,ＫＡＢＵ．ＣＯＭ,市場第一部（内国株）,100,貸借銘柄
8704,Ｊ－トレイダーズＨＤ,JASDAQスタンダード（内国株式）,100,貸借銘柄
8705,Ｊ－岡藤ＨＤ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8706,極東証券,市場第一部（内国株）,100,貸借銘柄
8707,岩井コスモ,市場第一部（内国株）,100,貸借銘柄
8708,アイザワ証,市場第一部（内国株）,100,貸借銘柄
8709,Ｊ－インヴァスト証券,JASDAQスタンダード（内国株式）,100,貸借銘柄
8710,Ｃｉｔｉ,市場第一部（外国株）,1,制度信用銘柄
8713,フィデアＨＤ,市場第一部（内国株）,100,貸借銘柄
8714,池田泉州,市場第一部（内国株）,100,貸借銘柄
8715,アニコム　ＨＤ,市場第一部（内国株）,100,貸借銘柄
8721,ＶＲ証券投資法人,投資証券,10,制度信用銘柄
8725,ＭＳ＆ＡＤ,市場第一部（内国株）,100,貸借銘柄
8728,Ｍ２ＨＤ,市場第一部（内国株）,100,制度信用銘柄
8729,ソニーＦＨ,市場第一部（内国株）,100,貸借銘柄
8732,マネパＧ,市場第一部（内国株）,100,貸借銘柄
8737,あかつきＦＧ,市場第二部（内国株）,100,制度信用銘柄
8739,Ｊ－スパークス　Ｇ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8740,Ｊ－フジトミ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8742,小林洋行,市場第一部（内国株）,100,貸借銘柄
8746,Ｊ－第一商品,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8747,Ｊ－豊商事,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8750,第一生命,市場第一部（内国株）,100,貸借銘柄
8766,東京海上,市場第一部（内国株）,100,貸借銘柄
8769,Ｊ－ＡＲＭ,JASDAQスタンダード（内国株式）,100,貸借銘柄
8771,Ｅギャランティ,市場第一部（内国株）,100,制度信用銘柄
8772,アサックス,市場第一部（内国株）,100,制度信用銘柄
8783,Ｊ－ＧＦＡ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8787,Ｊ－ＵＣＳ,JASDAQスタンダード（内国株式）,100,貸借銘柄
8789,Ｍ－フィンテック,マザーズ（内国株）,100,貸借銘柄
8793,ＮＥＣキャピ,市場第一部（内国株）,100,貸借銘柄
8795,Ｔ＆ＤＨＤ,市場第一部（内国株）,100,貸借銘柄
8798,アドバンスクリエイト,市場第二部（内国株）,100,貸借銘柄
8801,三井不,市場第一部（内国株）,1000,貸借銘柄
8802,三菱地所,市場第一部（内国株）,1000,貸借銘柄
8803,平和不,市場第一部（内国株）,100,貸借銘柄
8804,東建物,市場第一部（内国株）,100,貸借銘柄
8806,ダイビル,市場第一部（内国株）,100,貸借銘柄
8818,京阪神ビ,市場第一部（内国株）,100,貸借銘柄
8830,住友不,市場第一部（内国株）,1000,貸借銘柄
8835,太平洋発,市場第一部（内国株）,1000,貸借銘柄
8836,Ｊ－ＲＩＳＥ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8840,大京,市場第一部（内国株）,1000,貸借銘柄
8841,テーオーシー,市場第一部（内国株）,100,貸借銘柄
8842,楽天地,市場第一部（内国株）,1000,制度信用銘柄
8844,Ｊ－コスモスイニシア,JASDAQスタンダード（内国株式）,100,貸借銘柄
8848,レオパレス２１,市場第一部（内国株）,100,貸借銘柄
8850,スターツ,市場第一部（内国株）,100,制度信用銘柄
8851,アーバンライフ,市場第二部（内国株）,1000,制度信用銘柄
8854,日住サービス,市場第二部（内国株）,1000,貸借銘柄
8860,フジ住宅,市場第一部（内国株）,100,貸借銘柄
8864,空港施設,市場第一部（内国株）,100,制度信用銘柄
8869,明和地所,市場第一部（内国株）,100,貸借銘柄
8870,住友販売,市場第一部（内国株）,100,貸借銘柄
8871,ゴールドクレ,市場第一部（内国株）,100,貸借銘柄
8876,リロＨＬＤ,市場第一部（内国株）,100,貸借銘柄
8877,エスリード,市場第一部（内国株）,100,貸借銘柄
8881,日神不,市場第一部（内国株）,100,貸借銘柄
8885,Ｊ－ラ・アトレ,JASDAQグロース（内国株式）,100,制度信用銘柄
8886,Ｊ－ウッドフレンス,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8887,Ｊ－リベレステ,JASDAQスタンダード（内国株式）,100,貸借銘柄
8889,Ｊ－アパマンショップ,JASDAQスタンダード（内国株式）,100,貸借銘柄
8890,Ｊ－レーサム,JASDAQスタンダード（内国株式）,100,貸借銘柄
8891,エムジーホーム,市場第二部（内国株）,100,制度信用銘柄
8892,日本エスコン,市場第二部（内国株）,100,貸借銘柄
8893,Ｊ－新日建物,JASDAQスタンダード（内国株式）,100,貸借銘柄
8894,原弘産,市場第二部（内国株）,100,貸借銘柄
8897,タカラレーベン,市場第一部（内国株）,100,貸借銘柄
8898,Ｊ－センチュリー２１,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8903,Ｊ－サンウッド,JASDAQスタンダード（内国株式）,100,貸借銘柄
8904,サンヨーナゴヤ,市場第一部（内国株）,100,貸借銘柄
8905,イオンモール,市場第一部（内国株）,100,貸借銘柄
8908,Ｊ－毎コムネット,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8909,Ｊ－シノケンＧ,JASDAQスタンダード（内国株式）,100,貸借銘柄
8912,エリアクエスト,市場第二部（内国株）,100,貸借銘柄
8914,Ｍ－エリアリンク,マザーズ（内国株）,100,貸借銘柄
8917,ファースト住建,市場第一部（内国株）,100,貸借銘柄
8918,ランド,市場第一部（内国株）,100,制度信用銘柄
8920,東祥,市場第一部（内国株）,100,貸借銘柄
8922,Ｍ－ＪＡＭ,マザーズ（内国株）,100,制度信用銘柄
8923,トーセイ,市場第一部（内国株）,100,貸借銘柄
8925,アルデプロ,市場第二部（内国株）,100,貸借銘柄
8927,Ｊ－明豊エンター,JASDAQスタンダード（内国株式）,100,貸借銘柄
8928,穴吹興産,市場第一部（内国株）,1000,貸借銘柄
8929,青山財産,市場第二部（内国株）,100,制度信用銘柄
8931,Ｊ－和田興産,JASDAQスタンダード（内国株式）,100,貸借銘柄
8933,ＮＴＴ都市,市場第一部（内国株）,100,貸借銘柄
8934,サンフロンティア,市場第一部（内国株）,100,貸借銘柄
8935,ＦＪネクスト,市場第一部（内国株）,100,貸借銘柄
8938,Ｊ－ロジコム,JASDAQグロース（内国株式）,100,制度信用銘柄
8940,インテリックス,市場第二部（内国株）,100,貸借銘柄
8944,ランビジネス,市場第一部（内国株）,100,制度信用銘柄
8945,Ｍ－社宅Ｓ,マザーズ（内国株）,100,制度信用銘柄
8946,Ｊ－エイシアンスター,JASDAQスタンダード（内国株式）,100,制度信用銘柄
8951,Ｒ－ビルＦ,投資証券,1,貸借銘柄
8952,Ｒ－ジャパン,投資証券,1,貸借銘柄
8953,Ｒ－リテールファ,投資証券,1,貸借銘柄
8954,Ｒ－オリックスＦ,投資証券,1,貸借銘柄
8955,Ｒ－Ｊプライム,投資証券,1,貸借銘柄
8956,Ｒ－プレミア,投資証券,1,貸借銘柄
8957,Ｒ－東急ＲＥ,投資証券,1,貸借銘柄
8958,Ｒ－グロバル,投資証券,1,制度信用銘柄
8960,Ｒ－ユナイテド,投資証券,1,貸借銘柄
8961,Ｒ－森トラスト,投資証券,1,貸借銘柄
8963,Ｒ－ＩＮＶ,投資証券,1,貸借銘柄
8964,Ｒ－フロンティア,投資証券,1,貸借銘柄
8966,Ｒ－平和ＲＥ,投資証券,1,貸借銘柄
8967,Ｒ－ニホンロジ,投資証券,1,貸借銘柄
8968,Ｒ－福岡,投資証券,1,貸借銘柄
8972,Ｒ－ケネディオフィス,投資証券,1,貸借銘柄
8973,Ｒ－積ハＳＩレジ,投資証券,1,貸借銘柄
8975,Ｒ－いちごオフィス,投資証券,1,貸借銘柄
8976,Ｒ－大和ＯＦ,投資証券,1,貸借銘柄
8977,Ｒ－阪急,投資証券,1,制度信用銘柄
8979,Ｒ－スターツＰＲ,投資証券,1,制度信用銘柄
8982,Ｒ－ＴＯＰリート,投資証券,1,制度信用銘柄
8984,Ｒ－ハウスレジ,投資証券,1,貸借銘柄
8985,Ｒ－ＪＨＲ,投資証券,1,貸借銘柄
8986,Ｒ－日賃貸,投資証券,1,貸借銘柄
8987,Ｒ－エクセレント,投資証券,1,貸借銘柄
8995,誠建設,市場第二部（内国株）,100,制度信用銘柄
8999,グランディ,市場第一部（内国株）,100,制度信用銘柄
9001,東武,市場第一部（内国株）,1000,貸借銘柄
9003,相鉄ＨＤ,市場第一部（内国株）,1000,貸借銘柄
9005,東急,市場第一部（内国株）,1000,貸借銘柄
9006,京急,市場第一部（内国株）,1000,貸借銘柄
9007,小田急,市場第一部（内国株）,1000,貸借銘柄
9008,京王,市場第一部（内国株）,1000,貸借銘柄
9009,京成,市場第一部（内国株）,1000,貸借銘柄
9010,富士急,市場第一部（内国株）,1000,貸借銘柄
9012,Ｊ－秩父鉄道,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9014,新京成,市場第一部（内国株）,1000,貸借銘柄
9017,新潟交通,市場第二部（内国株）,1000,制度信用銘柄
9020,ＪＲ東,市場第一部（内国株）,100,貸借銘柄
9021,ＪＲ西,市場第一部（内国株）,100,貸借銘柄
9022,ＪＲ東海,市場第一部（内国株）,100,貸借銘柄
9024,西武ホールディングス,市場第一部（内国株）,100,貸借銘柄
9025,鴻池運輸,市場第一部（内国株）,100,貸借銘柄
9028,ゼロ,市場第二部（内国株）,100,制度信用銘柄
9029,ヒガシ２１,市場第二部（内国株）,100,制度信用銘柄
9031,西鉄,市場第一部（内国株）,1000,貸借銘柄
9033,広電鉄,市場第二部（内国株）,1000,貸借銘柄
9034,Ｊ－南総通運,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9036,Ｊ－東部ネット,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9037,ハマキョウ,市場第一部（内国株）,100,制度信用銘柄
9039,サカイ引越,市場第一部（内国株）,100,貸借銘柄
9041,近鉄ＧＨＤ,市場第一部（内国株）,1000,貸借銘柄
9042,阪急阪神,市場第一部（内国株）,1000,貸借銘柄
9044,南海電鉄,市場第一部（内国株）,1000,貸借銘柄
9045,京阪電鉄,市場第一部（内国株）,1000,貸借銘柄
9046,神戸電鉄,市場第一部（内国株）,1000,貸借銘柄
9048,名鉄,市場第一部（内国株）,1000,貸借銘柄
9049,京福電鉄,市場第二部（内国株）,1000,制度信用銘柄
9051,Ｊ－センコン物流,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9052,山陽電鉄,市場第一部（内国株）,1000,貸借銘柄
9055,アルプス物,市場第二部（内国株）,100,貸借銘柄
9057,Ｊ－遠州トラック,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9058,トランコム,市場第一部（内国株）,100,貸借銘柄
9059,カンダ,市場第二部（内国株）,100,制度信用銘柄
9060,Ｊ－日ロジテム,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9062,日通,市場第一部（内国株）,1000,貸借銘柄
9063,岡県運送,市場第二部（内国株）,1000,制度信用銘柄
9064,ヤマトＨＤ,市場第一部（内国株）,100,貸借銘柄
9065,山九,市場第一部（内国株）,1000,貸借銘柄
9066,日新,市場第一部（内国株）,1000,貸借銘柄
9067,丸運,市場第一部（内国株）,100,制度信用銘柄
9068,丸全運,市場第一部（内国株）,1000,貸借銘柄
9069,センコー,市場第一部（内国株）,1000,貸借銘柄
9070,トナミＨＤ,市場第一部（内国株）,1000,貸借銘柄
9072,ニッコンＨＤ,市場第一部（内国株）,100,貸借銘柄
9073,Ｊ－京極運輸,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9074,日石輸,市場第一部（内国株）,1000,貸借銘柄
9075,福山運,市場第一部（内国株）,1000,貸借銘柄
9076,セイノーＨＤ,市場第一部（内国株）,100,貸借銘柄
9081,神奈中交,市場第一部（内国株）,1000,貸借銘柄
9082,大和自交,市場第二部（内国株）,1000,制度信用銘柄
9083,神姫バス,市場第二部（内国株）,1000,貸借銘柄
9086,日立物流,市場第一部（内国株）,100,貸借銘柄
9087,Ｊ－タカセ,JASDAQスタンダード（内国株式）,1000,制度信用銘柄
9090,丸和運輸機関,市場第一部（内国株）,100,貸借銘柄
9099,Ｃ＆ＦロジＨＤ,市場第一部（内国株）,100,貸借銘柄
9101,郵船,市場第一部（内国株）,1000,貸借銘柄
9104,商船三井,市場第一部（内国株）,1000,貸借銘柄
9107,川崎船,市場第一部（内国株）,1000,貸借銘柄
9110,ユナイテド海,市場第一部（内国株）,1000,貸借銘柄
9115,明治海,市場第一部（内国株）,100,制度信用銘柄
9119,飯野海,市場第一部（内国株）,100,貸借銘柄
9127,玉井商船,市場第二部（内国株）,1000,制度信用銘柄
9130,共栄タンカー,市場第一部（内国株）,1000,貸借銘柄
9133,Ｊ－東栄リーファ,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9171,栗林船,市場第二部（内国株）,1000,制度信用銘柄
9173,東海船,市場第二部（内国株）,1000,制度信用銘柄
9176,Ｊ－佐渡汽船,JASDAQスタンダード（内国株式）,100,制度信用銘柄
9179,川崎近船,市場第二部（内国株）,1000,貸借銘柄
9193,東汽船,市場第二部（内国株）,1000,制度信用銘柄
9201,ＪＡＬ,市場第一部（内国株）,100,貸借銘柄
9202,ＡＮＡ,市場第一部（内国株）,1000,貸借銘柄
9206,ＳＦＪ,市場第二部（内国株）,100,制度信用銘柄
9232,パスコ,市場第一部（内国株）,1000,貸借銘柄
9233,アジア航測,市場第二部（内国株）,100,制度信用銘柄
9301,三菱倉,市場第一部（内国株）,1000,貸借銘柄
9302,三井倉ＨＤ,市場第一部（内国株）,1000,貸借銘柄
9303,住友倉,市場第一部（内国株）,1000,貸借銘柄
9304,渋沢倉,市場第一部（内国株）,1000,貸借銘柄
9305,ヤマタネ,市場第一部（内国株）,1000,貸借銘柄
9306,東陽倉,市場第一部（内国株）,1000,貸借銘柄
